# Source: https://download.glycosmos.org/glycosmos_glycans_list.csv
# GlyCosmos snapshot date: 2026-08-10
# Source subsumption level: Base composition with linkage
# Source base-composition records: 8115
# GlyCombo-compatible canonical lookup records: 3398
CompositionKey	GlyTouCanAccession
Hex=0;HexNAc=11;dHex=10;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G16444WI
Hex=0;HexNAc=11;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G86364BZ
Hex=0;HexNAc=12;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G13659MB
Hex=0;HexNAc=12;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G12840BB
Hex=0;HexNAc=13;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G98246KB
Hex=0;HexNAc=19;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G53642VX
Hex=0;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=1;P=0;S=0;Ac=0	G43924GO
Hex=0;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G06004DG
Hex=0;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G73251IA
Hex=0;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G87636JF
Hex=0;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G34385WB
Hex=0;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G06741JV
Hex=0;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=2;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G31842NG
Hex=0;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G39414OT
Hex=0;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=2;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G44232DZ
Hex=0;HexNAc=1;dHex=0;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G03811WP
Hex=0;HexNAc=1;dHex=0;HexA=0;HexN=2;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G82206DR
Hex=0;HexNAc=1;dHex=0;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G05931YV
Hex=0;HexNAc=1;dHex=0;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G58082FV
Hex=0;HexNAc=1;dHex=0;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G88431DQ
Hex=0;HexNAc=1;dHex=0;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=3;Ac=0	G84289JA
Hex=0;HexNAc=1;dHex=0;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=2;P=0;S=0;Ac=2	G84704CY
Hex=0;HexNAc=1;dHex=0;HexA=1;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G45586SP
Hex=0;HexNAc=1;dHex=0;HexA=1;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G72113IR
Hex=0;HexNAc=1;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G52952NI
Hex=0;HexNAc=1;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G95825CM
Hex=0;HexNAc=1;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G87919AW
Hex=0;HexNAc=1;dHex=0;HexA=2;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G56561EN
Hex=0;HexNAc=1;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G00194GV
Hex=0;HexNAc=1;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G16721NK
Hex=0;HexNAc=1;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G93639QR
Hex=0;HexNAc=1;dHex=1;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G68627ND
Hex=0;HexNAc=1;dHex=1;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G23460VU
Hex=0;HexNAc=1;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G74392IM
Hex=0;HexNAc=1;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G63618PY
Hex=0;HexNAc=1;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=2;S=0;Ac=0	G36639NM
Hex=0;HexNAc=1;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G82204SG
Hex=0;HexNAc=1;dHex=2;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G63019XW
Hex=0;HexNAc=1;dHex=2;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G43227VZ
Hex=0;HexNAc=1;dHex=2;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=3;Ac=0	G19743HC
Hex=0;HexNAc=1;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G74852TN
Hex=0;HexNAc=1;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G53354QS
Hex=0;HexNAc=1;dHex=3;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G42649AE
Hex=0;HexNAc=1;dHex=3;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G06164JP
Hex=0;HexNAc=1;dHex=3;HexA=1;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G46519IZ
Hex=0;HexNAc=1;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G12228KY
Hex=0;HexNAc=1;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G83751PX
Hex=0;HexNAc=1;dHex=6;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G97592HX
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G27391WQ
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G87935EZ
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=3	G04505NJ
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=5	G76017CU
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G31282CB
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G39298OQ
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=1;P=0;S=0;Ac=0	G75553IA
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=2;P=0;S=0;Ac=0	G11383JL
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=2;P=0;S=0;Ac=1	G49598NR
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G04272RK
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G81915OX
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G41170CG
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G01360IK
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G97228ZY
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G17066IO
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G29131HI
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G95428BT
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G47967IT
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G68178JJ
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=1	G82733UB
Hex=0;HexNAc=2;dHex=0;HexA=0;HexN=2;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G33096VM
Hex=0;HexNAc=2;dHex=0;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G28155JW
Hex=0;HexNAc=2;dHex=0;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G49012OF
Hex=0;HexNAc=2;dHex=0;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G75867SS
Hex=0;HexNAc=2;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G33623LN
Hex=0;HexNAc=2;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G76093WL
Hex=0;HexNAc=2;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G79485UE
Hex=0;HexNAc=2;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=3;Ac=0	G61858VP
Hex=0;HexNAc=2;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=4;Ac=0	G99826DU
Hex=0;HexNAc=2;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=5;Ac=0	G84862JD
Hex=0;HexNAc=2;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G93108KJ
Hex=0;HexNAc=2;dHex=0;HexA=3;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G55299GS
Hex=0;HexNAc=2;dHex=0;HexA=3;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G66650NQ
Hex=0;HexNAc=2;dHex=0;HexA=3;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G38347KU
Hex=0;HexNAc=2;dHex=0;HexA=3;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=4;Ac=0	G20834XP
Hex=0;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G06042JP
Hex=0;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G45939NS
Hex=0;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G20546ON
Hex=0;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=2;S=0;Ac=0	G78214RN
Hex=0;HexNAc=2;dHex=1;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G87550YB
Hex=0;HexNAc=2;dHex=1;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G25532BY
Hex=0;HexNAc=2;dHex=1;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G59880ZU
Hex=0;HexNAc=2;dHex=1;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=3;Ac=0	G95019EY
Hex=0;HexNAc=2;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G90423UY
Hex=0;HexNAc=2;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G98764US
Hex=0;HexNAc=2;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=2;S=0;Ac=0	G24575HV
Hex=0;HexNAc=2;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=3;S=0;Ac=0	G23076SX
Hex=0;HexNAc=2;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=4;S=0;Ac=0	G54752SV
Hex=0;HexNAc=2;dHex=2;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G58338WH
Hex=0;HexNAc=2;dHex=2;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G58896JM
Hex=0;HexNAc=2;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G00381JG
Hex=0;HexNAc=2;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G41010ND
Hex=0;HexNAc=2;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G68271CF
Hex=0;HexNAc=2;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G86791SN
Hex=0;HexNAc=2;dHex=6;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G58728OH
Hex=0;HexNAc=2;dHex=6;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=5;S=0;Ac=0	G28194FE
Hex=0;HexNAc=2;dHex=8;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G04088UN
Hex=0;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G40740AD
Hex=0;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G04203ZT
Hex=0;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G41161NT
Hex=0;HexNAc=3;dHex=0;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G64289VU
Hex=0;HexNAc=3;dHex=0;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G97712AS
Hex=0;HexNAc=3;dHex=0;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G86803DA
Hex=0;HexNAc=3;dHex=0;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=1	G90740HE
Hex=0;HexNAc=3;dHex=0;HexA=0;HexN=3;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G26362RQ
Hex=0;HexNAc=3;dHex=0;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G67519MY
Hex=0;HexNAc=3;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G13436HZ
Hex=0;HexNAc=3;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=11;Ac=0	G09486ME
Hex=0;HexNAc=3;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G91522EJ
Hex=0;HexNAc=3;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=3;Ac=0	G85373BL
Hex=0;HexNAc=3;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=4;Ac=0	G87046BF
Hex=0;HexNAc=3;dHex=0;HexA=2;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=5;Ac=0	G24650QD
Hex=0;HexNAc=3;dHex=0;HexA=3;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G51123ZO
Hex=0;HexNAc=3;dHex=0;HexA=3;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=3;Ac=0	G23842KF
Hex=0;HexNAc=3;dHex=0;HexA=3;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=4;Ac=0	G11884QS
Hex=0;HexNAc=3;dHex=0;HexA=3;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=5;Ac=0	G66567US
Hex=0;HexNAc=3;dHex=0;HexA=3;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=6;Ac=0	G51931PL
Hex=0;HexNAc=3;dHex=0;HexA=4;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G38052JH
Hex=0;HexNAc=3;dHex=0;HexA=4;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=4;Ac=0	G75860DG
Hex=0;HexNAc=3;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G93497NZ
Hex=0;HexNAc=3;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G43159GL
Hex=0;HexNAc=3;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=2;S=0;Ac=0	G21581GD
Hex=0;HexNAc=3;dHex=1;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G06921LM
Hex=0;HexNAc=3;dHex=1;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G60602YL
Hex=0;HexNAc=3;dHex=1;HexA=3;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=5;Ac=0	G89764IY
Hex=0;HexNAc=3;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G36573FQ
Hex=0;HexNAc=3;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G07281TY
Hex=0;HexNAc=3;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G61485NA
Hex=0;HexNAc=3;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G83920EL
Hex=0;HexNAc=3;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=2;S=0;Ac=0	G17854EZ
Hex=0;HexNAc=3;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=3;S=0;Ac=0	G44203NK
Hex=0;HexNAc=3;dHex=3;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G85573PK
Hex=0;HexNAc=3;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G36430CX
Hex=0;HexNAc=3;dHex=4;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G77069FK
Hex=0;HexNAc=3;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G16411RP
Hex=0;HexNAc=3;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G29494IC
Hex=0;HexNAc=3;dHex=6;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G93121VG
Hex=0;HexNAc=3;dHex=6;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G82905TK
Hex=0;HexNAc=3;dHex=6;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=2;S=0;Ac=0	G48389UC
Hex=0;HexNAc=3;dHex=7;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G58704ZR
